slug,name,grade,province,city,source,source_url,license
5a-jiangsu-003,南通市濠河风景区,5A,江苏省,南通市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-004,宿迁市洪泽湖湿地景区,5A,江苏省,宿迁市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-005,常州市天目湖景区,5A,江苏省,常州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-006,常州市春秋淹城旅游区,5A,江苏省,常州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-007,常州市环球恐龙城休闲旅游区,5A,江苏省,常州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-008,徐州市云龙湖景区,5A,江苏省,徐州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-009,扬州市瘦西湖风景区,5A,江苏省,扬州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-010,无锡市中央电视台无锡影视基地三国水浒城景区,5A,江苏省,无锡市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-011,无锡市惠山古镇景区,5A,江苏省,无锡市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-012,无锡市灵山大佛景区,5A,江苏省,无锡市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-013,无锡市鼋头渚旅游风景区,5A,江苏省,无锡市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-014,泰州市溱湖旅游景区,5A,江苏省,泰州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-015,淮安市周恩来故里景区,5A,江苏省,淮安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-016,盐城市中华麋鹿园景区,5A,江苏省,盐城市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-017,苏州市同里古镇景区,5A,江苏省,苏州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-018,苏州市周庄古镇景区,5A,江苏省,苏州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-019,苏州市太湖旅游区,5A,江苏省,苏州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-020,苏州市沙家浜-虞山尚湖旅游区,5A,江苏省,苏州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-021,苏州市苏州园林（拙政园-留园-虎丘）,5A,江苏省,苏州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-022,苏州市金鸡湖旅游区,5A,江苏省,苏州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-023,连云港市花果山景区,5A,江苏省,连云港市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-024,连云港市连岛景区,5A,江苏省,连云港市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-025,镇江市茅山景区,5A,江苏省,镇江市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangsu-026,镇江市金山•焦山•北固山风景区,5A,江苏省,镇江市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-001,上饶市婺源县江湾景区,5A,江西省,上饶市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-002,上饶市弋阳县龟峰景区,5A,江西省,上饶市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-003,上饶市玉山县三清山风景区,5A,江西省,上饶市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-004,上饶市篁岭景区,5A,江西省,上饶市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-005,九江市庐山市庐山风景名胜区,5A,江西省,九江市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-006,九江市永修县庐山西海景区,5A,江西省,九江市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-007,南昌市东湖区滕王阁旅游区,5A,江西省,南昌市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-008,吉安市井冈山市井冈山风景旅游区,5A,江西省,吉安市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-009,宜春市袁州区明月山旅游区,5A,江西省,宜春市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-010,抚州市资溪县大觉山景区,5A,江西省,抚州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-011,景德镇市昌江区古窑民俗博览区,5A,江西省,景德镇市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-012,萍乡市芦溪县萍乡武功山景区,5A,江西省,萍乡市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-013,赣州市三百山景区,5A,江西省,赣州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-014,赣州市瑞金市共和国摇篮景区,5A,江西省,赣州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-jiangxi-015,鹰潭市贵溪市龙虎山风景名胜区,5A,江西省,鹰潭市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-001,保定市清西陵景区,5A,河北省,保定市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-002,保定市白洋淀景区,5A,河北省,保定市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-003,保定市白石山景区,5A,河北省,保定市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-004,保定市野三坡景区,5A,河北省,保定市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-005,唐山市南湖·开滦旅游景区,5A,河北省,唐山市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-006,唐山市清东陵景区,5A,河北省,唐山市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-007,承德市承德避暑山庄及周围寺庙景区,5A,河北省,承德市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-008,承德市金山岭长城景区,5A,河北省,承德市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-009,石家庄市西柏坡景区,5A,河北省,石家庄市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-010,秦皇岛市山海关景区,5A,河北省,秦皇岛市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-011,衡水市衡水湖旅游景区,5A,河北省,衡水市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-012,邯郸市娲皇宫景区,5A,河北省,邯郸市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-hebei-013,邯郸市广府古城景区,5A,河北省,邯郸市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-001,信阳市鸡公山景区,5A,河南省,信阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-002,南阳市西峡恐龙遗迹园-伏牛山-老界岭旅游区,5A,河南省,南阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-003,周口市太昊伏羲陵文化旅游区,5A,河南省,周口市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-004,商丘市芒砀山汉文化旅游景区,5A,河南省,商丘市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-005,安阳市红旗渠-太行大峡谷旅游景区,5A,河南省,安阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-006,平顶山市尧山-中原大佛景区,5A,河南省,平顶山市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-007,开封市清明上河园景区,5A,河南省,开封市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-008,新乡市八里沟景区,5A,河南省,新乡市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-009,新乡市宝泉旅游区,5A,河南省,新乡市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-010,洛阳市白云山景区,5A,河南省,洛阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-011,洛阳市老君山-鸡冠洞旅游区,5A,河南省,洛阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-012,洛阳市龙潭大峡谷景区,5A,河南省,洛阳市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-013,焦作市云台山-神农山-青天河风景区,5A,河南省,焦作市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-014,郑州市嵩山少林景区,5A,河南省,郑州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-henan-015,驻马店市嵖岈山旅游景区,5A,河南省,驻马店市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-001,丽水市云和梯田景区,5A,浙江省,丽水市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-002,丽水市缙云仙都景区,5A,浙江省,丽水市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-003,台州市台州府城文化旅游区,5A,浙江省,台州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-004,台州市天台山景区,5A,浙江省,台州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-005,台州市神仙居景区,5A,浙江省,台州市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-006,嘉兴市乌镇古镇旅游区,5A,浙江省,嘉兴市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-007,嘉兴市南湖旅游区,5A,浙江省,嘉兴市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-008,嘉兴市西塘古镇旅游景区,5A,浙江省,嘉兴市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-009,宁波市天一阁•月湖景区,5A,浙江省,宁波市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
5a-zhejiang-010,宁波市溪口-滕头旅游景区,5A,浙江省,宁波市,文化和旅游部 · 全国5A级旅游景区名录,https://lyfw.mct.gov.cn/site/special/scenic,政府公开信息（官方名录）
